names	scores	logfoldchanges	pvals	pvals_adj	comparison	direction
SUMO2	18.927082	1.0333039	6.824013584909674e-80	1.3529181989408e-77	TNBC_enriched_9_vs_Normal_enriched_22	up
COX6B1	18.740223	1.141975	2.3265207979591583e-78	4.367176540424399e-76	TNBC_enriched_9_vs_Normal_enriched_22	up
COMMD6	18.71996	1.3079402	3.4041614021785487e-78	6.322781888572681e-76	TNBC_enriched_9_vs_Normal_enriched_22	up
TSTD1	18.657022	1.7854501	1.1073117495618506e-77	2.0142799815483354e-75	TNBC_enriched_9_vs_Normal_enriched_22	up
HMGN3	18.563925	2.496365	6.293442616660743e-77	1.1104779497097882e-74	TNBC_enriched_9_vs_Normal_enriched_22	up
PRDX2	18.26082	1.6499869	1.6972224679738221e-74	2.852141947371247e-72	TNBC_enriched_9_vs_Normal_enriched_22	up
CALML5	18.201391	3.8363147	5.0313063518304364e-74	8.220129683152596e-72	TNBC_enriched_9_vs_Normal_enriched_22	up
SOX4	18.198507	1.881204	5.303256700729237e-74	8.584950870125449e-72	TNBC_enriched_9_vs_Normal_enriched_22	up
CDKN2A	18.159382	5.891647	1.0823482125241064e-73	1.7205436225214285e-71	TNBC_enriched_9_vs_Normal_enriched_22	up
ATP5MC2	18.105722	1.1879393	2.872218484500337e-73	4.4456399262288106e-71	TNBC_enriched_9_vs_Normal_enriched_22	up
SOD1	18.074118	1.5527337	5.096425512017296e-73	7.819689405177842e-71	TNBC_enriched_9_vs_Normal_enriched_22	up
COX7C	17.903042	1.0818007	1.1165407705462634e-71	1.6838770851528903e-69	TNBC_enriched_9_vs_Normal_enriched_22	up
ATP5IF1	17.892948	1.8228412	1.3383558475881033e-71	2.0012956720925492e-69	TNBC_enriched_9_vs_Normal_enriched_22	up
CD99	17.647596	2.4650283	1.0617947056762835e-69	1.5356858673490185e-67	TNBC_enriched_9_vs_Normal_enriched_22	up
C6orf48	17.292467	1.9781238	5.3607234418749976e-67	7.50714008983209e-65	TNBC_enriched_9_vs_Normal_enriched_22	up
IGFBP5	17.274658	4.6082797	7.300379624868345e-67	1.0142929014236376e-64	TNBC_enriched_9_vs_Normal_enriched_22	up
PBX1	17.233118	2.9724028	1.4985299581833105e-66	2.06574696188629e-64	TNBC_enriched_9_vs_Normal_enriched_22	up
TMEM258	17.183197	1.1992282	3.54804090070937e-66	4.853114859923785e-64	TNBC_enriched_9_vs_Normal_enriched_22	up
MZT2B	17.171545	1.2139969	4.337152025537985e-66	5.886849806970596e-64	TNBC_enriched_9_vs_Normal_enriched_22	up
EFHD1	17.17061	3.3534133	4.407605487002532e-66	5.936809070088525e-64	TNBC_enriched_9_vs_Normal_enriched_22	up
MGST3	17.161842	1.543498	5.12614876425235e-66	6.852340526153995e-64	TNBC_enriched_9_vs_Normal_enriched_22	up
LGALS1	17.102102	2.068558	1.4314681810302936e-65	1.8991169965623704e-63	TNBC_enriched_9_vs_Normal_enriched_22	up
COX8A	17.044466	1.3145186	3.842360080396389e-65	5.059585344671215e-63	TNBC_enriched_9_vs_Normal_enriched_22	up
TTYH1	16.851645	4.7911215	1.020360402747592e-63	1.3046564714841494e-61	TNBC_enriched_9_vs_Normal_enriched_22	up
TTC3	16.820158	1.8549088	1.736950141327209e-63	2.2049269959509786e-61	TNBC_enriched_9_vs_Normal_enriched_22	up
SLC9A3R1	16.784267	2.0922894	3.181326337434981e-63	3.981170441421293e-61	TNBC_enriched_9_vs_Normal_enriched_22	up
TCTEX1D2	16.58603	3.68589	8.794580322866458e-62	1.0628792451847854e-59	TNBC_enriched_9_vs_Normal_enriched_22	up
OST4	16.558907	1.0478768	1.3808046172591178e-61	1.6462363156444008e-59	TNBC_enriched_9_vs_Normal_enriched_22	up
IER2	16.384869	1.3837543	2.452969269583416e-60	2.8289308994640117e-58	TNBC_enriched_9_vs_Normal_enriched_22	up
S100P	16.119799	3.0894158	1.8521169488131706e-58	2.0553838718118483e-56	TNBC_enriched_9_vs_Normal_enriched_22	up
MSRB2	16.072958	2.8505359	3.947934723053361e-58	4.326789328464382e-56	TNBC_enriched_9_vs_Normal_enriched_22	up
FAM83G	-2.4885902	-1.8430334	0.0128250674219285	0.0498893991754696	TNBC_enriched_9_vs_Normal_enriched_22	down
RAET1L	-2.4897983	-3.2919388	0.0127815600441158	0.0497420879970056	TNBC_enriched_9_vs_Normal_enriched_22	down
CYP51A1	-2.4913182	-1.3719319	0.0127270105120264	0.0495407236895446	TNBC_enriched_9_vs_Normal_enriched_22	down
DDX47	-2.4919417	-3.192992	0.0127046908903473	0.0494756103312673	TNBC_enriched_9_vs_Normal_enriched_22	down
CRLF3	-2.499151	-1.2838956	0.0124491254355594	0.0485769169196033	TNBC_enriched_9_vs_Normal_enriched_22	down
CARD6	-2.4997356	-2.7967718	0.0124286048391446	0.0485183036253775	TNBC_enriched_9_vs_Normal_enriched_22	down
STK10	-2.5007486	-1.8385094	0.0123931067626361	0.0483904334646415	TNBC_enriched_9_vs_Normal_enriched_22	down
BTBD1	-2.507841	-1.2134044	0.012147124795382	0.0474509667953322	TNBC_enriched_9_vs_Normal_enriched_22	down
CDKN2AIP	-2.5109587	-1.0640656	0.0120403766993593	0.0470652296987585	TNBC_enriched_9_vs_Normal_enriched_22	down
YJU2	-2.5167263	-1.1938858	0.0118450829647359	0.0464458864250592	TNBC_enriched_9_vs_Normal_enriched_22	down
CARD10	-2.519727	-1.9961911	0.0117445925772005	0.0461030780922588	TNBC_enriched_9_vs_Normal_enriched_22	down
SLC35C1	-2.5203505	-1.1992931	0.0117238065999412	0.0460623137825025	TNBC_enriched_9_vs_Normal_enriched_22	down
AC093673.1	-2.5302098	-1.2156276	0.0113994385600754	0.0449682748474249	TNBC_enriched_9_vs_Normal_enriched_22	down
RAPGEF1	-2.5340288	-1.3882151	0.0112759505382328	0.0445808082561323	TNBC_enriched_9_vs_Normal_enriched_22	down
GATA6	-2.5344183	-2.109767	0.0112634167527129	0.0445412345588569	TNBC_enriched_9_vs_Normal_enriched_22	down
HOXA5	-2.5453687	-1.3674899	0.0109162381515108	0.0433626794649727	TNBC_enriched_9_vs_Normal_enriched_22	down
GABRE	-2.55024	-1.7253176	0.0107648794199979	0.0428579190807454	TNBC_enriched_9_vs_Normal_enriched_22	down
SLC25A22	-2.5617359	-1.1474602	0.0104150464841165	0.041671994379192	TNBC_enriched_9_vs_Normal_enriched_22	down
MTMR2	-2.565672	-1.1572713	0.0102976188400835	0.0412864086419619	TNBC_enriched_9_vs_Normal_enriched_22	down
TRIP4	-2.5705822	-1.0475308	0.0101527778342397	0.0407798235568312	TNBC_enriched_9_vs_Normal_enriched_22	down
XDH	-2.5828185	-2.7809584	0.0097996877432609	0.0395145087362521	TNBC_enriched_9_vs_Normal_enriched_22	down
IL15	-2.5923269	-2.4648204	0.0095329114321865	0.0385445055501675	TNBC_enriched_9_vs_Normal_enriched_22	down
LINC02381	-2.5969255	-1.8020483	0.0094062352273852	0.0381109117307032	TNBC_enriched_9_vs_Normal_enriched_22	down
ZC3H12C	-2.6001987	-3.250531	0.0093169760737264	0.0378013434860665	TNBC_enriched_9_vs_Normal_enriched_22	down
TGFA	-2.6209307	-1.030941	0.0087690114602673	0.035900048078055	TNBC_enriched_9_vs_Normal_enriched_22	down
BATF3	-2.6312964	-3.5660484	0.0085059799814425	0.03494482346276	TNBC_enriched_9_vs_Normal_enriched_22	down
FGF13	-2.6411169	-1.0723968	0.0082633233363153	0.0340271505879309	TNBC_enriched_9_vs_Normal_enriched_22	down
COL22A1	-2.6411948	-2.165274	0.0082614225217888	0.0340271505879309	TNBC_enriched_9_vs_Normal_enriched_22	down
KCTD14	-2.6412337	-1.5410452	0.0082604722612472	0.0340271505879309	TNBC_enriched_9_vs_Normal_enriched_22	down
B3GNT3	-2.6489885	-2.486544	0.0080733054031328	0.0333692841036023	TNBC_enriched_9_vs_Normal_enriched_22	down
ZNF195	-2.6528854	-1.3824546	0.0079806925958578	0.0330484207589562	TNBC_enriched_9_vs_Normal_enriched_22	down
TTLL4	-2.6798913	-1.1037232	0.0073646050717833	0.0308153797703623	TNBC_enriched_9_vs_Normal_enriched_22	down
EFEMP2	-2.6886206	-1.0730557	0.0071747923669245	0.0300780924517569	TNBC_enriched_9_vs_Normal_enriched_22	down
AKTIP	-2.693219	-1.0155562	0.0070765779810379	0.0297229751191178	TNBC_enriched_9_vs_Normal_enriched_22	down
PRKAR1B	-2.694505	-1.0842155	0.0070493281033849	0.0296367391909047	TNBC_enriched_9_vs_Normal_enriched_22	down
DDX28	-2.700935	-1.5996172	0.0069144870063017	0.0291253576572436	TNBC_enriched_9_vs_Normal_enriched_22	down
SLC27A4	-2.7035458	-1.2150602	0.0068603980516406	0.0289113263962739	TNBC_enriched_9_vs_Normal_enriched_22	down
ACOX3	-2.7167175	-1.2506329	0.0065932850014264	0.0278388403565853	TNBC_enriched_9_vs_Normal_enriched_22	down
TBC1D8	-2.7264988	-1.3276094	0.0064010170473605	0.0271569958645531	TNBC_enriched_9_vs_Normal_enriched_22	down
SERPINA3	-2.728759	-1.6337994	0.0063573125261545	0.0269975401983146	TNBC_enriched_9_vs_Normal_enriched_22	down
GAREM1	-2.7400212	-1.6036153	0.006143520611012	0.0261904859099559	TNBC_enriched_9_vs_Normal_enriched_22	down
MFSD14A	-2.7923183	-2.9989922	0.0052331847909703	0.0226544518245023	TNBC_enriched_9_vs_Normal_enriched_22	down
ABR	-2.792747	-1.2126423	0.0052262554606006	0.0226300067735702	TNBC_enriched_9_vs_Normal_enriched_22	down
CHAC1	-2.7943838	-1.9312476	0.0051998742014519	0.0225268304160618	TNBC_enriched_9_vs_Normal_enriched_22	down
EIF3C	-2.7959034	-1.1251013	0.0051754851194357	0.022432187406643	TNBC_enriched_9_vs_Normal_enriched_22	down
CCDC71L	-2.8100104	-1.3850303	0.0049539891710937	0.0215833891873196	TNBC_enriched_9_vs_Normal_enriched_22	down
RGS2	-2.8210778	-1.4434865	0.0047862596985527	0.0209509110977196	TNBC_enriched_9_vs_Normal_enriched_22	down
ERCC2	-2.8586833	-1.6990541	0.004254032371831	0.0188315105872953	TNBC_enriched_9_vs_Normal_enriched_22	down
GCNT1	-2.8663602	-1.7105569	0.0041522137534537	0.0184223816142046	TNBC_enriched_9_vs_Normal_enriched_22	down
RNF207	-2.8748558	-1.3515654	0.0040421225765195	0.0179882100536411	TNBC_enriched_9_vs_Normal_enriched_22	down
RPL28	10.945415	2.0428123	6.989707771522357e-28	4.933335745140481e-25	HER2_enriched_45_vs_Normal_enriched_22	up
FTL	10.730593	2.070755	7.312573390765917e-27	4.162269596131116e-24	HER2_enriched_45_vs_Normal_enriched_22	up
RPL19	10.085902	1.8001277	6.3776577742370285e-24	2.164110988969469e-21	HER2_enriched_45_vs_Normal_enriched_22	up
TFF3	10.0192175	6.04712	1.2549215026408533e-23	4.100572206314418e-21	HER2_enriched_45_vs_Normal_enriched_22	up
RPS11	9.840423	1.6466671	7.539311298372462e-23	2.217185797663035e-20	HER2_enriched_45_vs_Normal_enriched_22	up
H3F3A	9.488875	1.2971236	2.335398782285947e-21	5.151013939179442e-19	HER2_enriched_45_vs_Normal_enriched_22	up
TMSB10	8.963456	1.5121443	3.146575541259693e-19	5.151310712830744e-17	HER2_enriched_45_vs_Normal_enriched_22	up
MIEN1	8.686201	3.425309	3.747605291645836e-18	5.126084912487658e-16	HER2_enriched_45_vs_Normal_enriched_22	up
SERF2	8.585727	1.1342579	9.02636404181124e-18	1.1625561570639366e-15	HER2_enriched_45_vs_Normal_enriched_22	up
RPL30	8.328388	1.1509668	8.195048555034472e-17	8.981467810781571e-15	HER2_enriched_45_vs_Normal_enriched_22	up
RPL23	7.719949	1.1736826	1.1637628804028983e-14	9.37652786516399e-13	HER2_enriched_45_vs_Normal_enriched_22	up
UQCRQ	7.4353094	1.7841898	1.043233659124477e-13	7.333807934363107e-12	HER2_enriched_45_vs_Normal_enriched_22	up
MT-ND3	7.3151436	2.1813464	2.571066955577357e-13	1.6617756934491742e-11	HER2_enriched_45_vs_Normal_enriched_22	up
RPS26	7.2630043	1.046363	3.785860263228503e-13	2.3521656459389768e-11	HER2_enriched_45_vs_Normal_enriched_22	up
MT-ATP6	7.0367694	1.1216375	1.9674774129584266e-12	1.0781409612314109e-10	HER2_enriched_45_vs_Normal_enriched_22	up
UQCRB	6.8405204	1.6733648	7.890590106227442e-12	3.6352340058585703e-10	HER2_enriched_45_vs_Normal_enriched_22	up
PIP	6.62637	5.4839306	3.440428398103755e-11	1.4117757926637382e-09	HER2_enriched_45_vs_Normal_enriched_22	up
UQCR10	6.5874333	1.9102918	4.474952222039363e-11	1.8110213751808383e-09	HER2_enriched_45_vs_Normal_enriched_22	up
RPL37	6.526567	1.1685417	6.72942647492945e-11	2.615434584804629e-09	HER2_enriched_45_vs_Normal_enriched_22	up
COX6C	6.408415	1.9819367	1.4704051061505595e-10	5.3940328686126035e-09	HER2_enriched_45_vs_Normal_enriched_22	up
DBI	6.302794	1.965688	2.9232772569431975e-10	9.996361860225336e-09	HER2_enriched_45_vs_Normal_enriched_22	up
PPP1R1B	6.1374254	4.940243	8.3869558400661e-10	2.600840699437019e-08	HER2_enriched_45_vs_Normal_enriched_22	up
CHMP2A	6.0942373	2.0818934	1.0996049079065984e-09	3.328049502574945e-08	HER2_enriched_45_vs_Normal_enriched_22	up
ATP5F1E	6.062014	1.1170399	1.344275921575882e-09	4.027122009542689e-08	HER2_enriched_45_vs_Normal_enriched_22	up
COX7C	6.037399	1.0767308	1.5661826518376672e-09	4.6212864367350574e-08	HER2_enriched_45_vs_Normal_enriched_22	up
NDUFB2	5.6887603	1.3686742	1.2796491548194714e-08	3.1801984981393764e-07	HER2_enriched_45_vs_Normal_enriched_22	up
CALML5	5.5612097	4.0834627	2.6791111322547804e-08	6.211946902580236e-07	HER2_enriched_45_vs_Normal_enriched_22	up
XBP1	5.538832	1.5522863	3.0449497070374455e-08	6.950599945753652e-07	HER2_enriched_45_vs_Normal_enriched_22	up
ATP5PF	5.4452953	1.680843	5.171954681400117e-08	1.1197440534147862e-06	HER2_enriched_45_vs_Normal_enriched_22	up
ATP5MC2	5.4054637	1.0953674	6.46409926522832e-08	1.3594640230626187e-06	HER2_enriched_45_vs_Normal_enriched_22	up
GPX4	5.319087	1.0521613	1.0428918432870553e-07	2.1175864873187678e-06	HER2_enriched_45_vs_Normal_enriched_22	up
HSPE1	4.8905616	1.108801	1.0054868355794075e-06	1.6737561522451555e-05	HER2_enriched_45_vs_Normal_enriched_22	up
ATP5ME	4.8757925	1.2978116	1.083724387587968e-06	1.7788201692083434e-05	HER2_enriched_45_vs_Normal_enriched_22	up
SRP9	4.6587324	1.7024118	3.1816209395322357e-06	4.65503329005359e-05	HER2_enriched_45_vs_Normal_enriched_22	up
SERHL2	4.615097	5.611039	3.929119730625032e-06	5.6182591285963285e-05	HER2_enriched_45_vs_Normal_enriched_22	up
HMGN2	4.4210854	2.2481003	9.820626115316106e-06	0.0001265777558836	HER2_enriched_45_vs_Normal_enriched_22	up
RPL39	4.382373	1.3160917	1.1739368529371849e-05	0.0001484882850901	HER2_enriched_45_vs_Normal_enriched_22	up
MUCL1	4.3420935	4.002884	1.4113132960988833e-05	0.000174266081943	HER2_enriched_45_vs_Normal_enriched_22	up
ANKRD30A	4.149425	3.5090005	3.333114414064067e-05	0.0003789484783257	HER2_enriched_45_vs_Normal_enriched_22	up
SPDEF	4.1460686	4.4202085	3.382327910529835e-05	0.0003838017747993	HER2_enriched_45_vs_Normal_enriched_22	up
HMGN1	4.093258	1.017148	4.253540445546843e-05	0.0004702614107874	HER2_enriched_45_vs_Normal_enriched_22	up
SPINK8	4.077594	6.5049233	4.550416509505823e-05	0.0004990186408342	HER2_enriched_45_vs_Normal_enriched_22	up
GSTM3	4.04179	3.269934	5.304469377854584e-05	0.0005721110157227	HER2_enriched_45_vs_Normal_enriched_22	up
PRDX2	3.9666023	1.4194897	7.290446764007974e-05	0.0007625366517541	HER2_enriched_45_vs_Normal_enriched_22	up
MARCKSL1	3.8730652	1.3227181	0.0001074750549505	0.0010811843469796	HER2_enriched_45_vs_Normal_enriched_22	up
HMGN3	3.6938229	2.7815	0.0002209076472476	0.0020591206738961	HER2_enriched_45_vs_Normal_enriched_22	up
TSTD1	3.6327329	1.8936675	0.0002804352871652	0.0025310898424708	HER2_enriched_45_vs_Normal_enriched_22	up
ATOX1	3.6177402	1.9892656	0.0002971866215234	0.0026605063098842	HER2_enriched_45_vs_Normal_enriched_22	up
CRIP1	3.6103556	3.9691384	0.000305777538462	0.0027208495542925	HER2_enriched_45_vs_Normal_enriched_22	up
AC093001.1	3.5897684	4.550845	0.0003309718417846	0.0029141707326793	HER2_enriched_45_vs_Normal_enriched_22	up
MAPK3	-2.61367	-3.7615802	0.0089575488373298	0.0499229151088706	HER2_enriched_45_vs_Normal_enriched_22	down
CLUH	-2.6170266	-2.5308163	0.0088699409770104	0.0494815392157284	HER2_enriched_45_vs_Normal_enriched_22	down
ARMC8	-2.6181455	-4.0463786	0.0088409089079666	0.0493351795322805	HER2_enriched_45_vs_Normal_enriched_22	down
TEX30	-2.6192644	-3.3904233	0.0088119617596509	0.0492047674838734	HER2_enriched_45_vs_Normal_enriched_22	down
WASL	-2.6194882	-1.0460103	0.0088061825017884	0.0492036384560027	HER2_enriched_45_vs_Normal_enriched_22	down
SMAD4	-2.6232922	-1.6002501	0.0087084518926558	0.0487347395007649	HER2_enriched_45_vs_Normal_enriched_22	down
TRIOBP	-2.623516	-1.1978447	0.0087027333354507	0.0487181883578769	HER2_enriched_45_vs_Normal_enriched_22	down
ZNF770	-2.627544	-1.2853291	0.0086003715906542	0.0481757322911411	HER2_enriched_45_vs_Normal_enriched_22	down
C1orf109	-2.6279914	-2.3720825	0.008589064762434	0.0481276747326605	HER2_enriched_45_vs_Normal_enriched_22	down
C6orf47	-2.6282153	-26.95059	0.0085834163331654	0.048111302795014	HER2_enriched_45_vs_Normal_enriched_22	down
TNFRSF10A	-2.6282153	-26.837736	0.0085834163331654	0.048111302795014	HER2_enriched_45_vs_Normal_enriched_22	down
TMEM41B	-2.6311245	-1.675126	0.0085102883564032	0.0477317349169535	HER2_enriched_45_vs_Normal_enriched_22	down
SGPL1	-2.6369424	-5.2800345	0.0083657015305146	0.0469506372474335	HER2_enriched_45_vs_Normal_enriched_22	down
COPG1	-2.6389565	-1.2697341	0.008316166592023	0.0467320890179131	HER2_enriched_45_vs_Normal_enriched_22	down
NSD1	-2.6416416	-1.1015642	0.0082505282390032	0.0464075775509126	HER2_enriched_45_vs_Normal_enriched_22	down
DLG1	-2.6449983	-2.1226218	0.0081691324123472	0.0459937273184006	HER2_enriched_45_vs_Normal_enriched_22	down
CST6	-2.6449983	-2.542654	0.0081691324123472	0.0459937273184006	HER2_enriched_45_vs_Normal_enriched_22	down
SLC35C2	-2.6449983	-2.355778	0.0081691324123472	0.0459937273184006	HER2_enriched_45_vs_Normal_enriched_22	down
PPL	-2.6449983	-2.056186	0.0081691324123472	0.0459937273184006	HER2_enriched_45_vs_Normal_enriched_22	down
UPP1	-2.6449983	-2.2160354	0.0081691324123472	0.0459937273184006	HER2_enriched_45_vs_Normal_enriched_22	down
NUP98	-2.6458933	-1.6483684	0.0081475485913881	0.0459601965776993	HER2_enriched_45_vs_Normal_enriched_22	down
PPP2R3A	-2.6463408	-26.851728	0.0081367758337202	0.0459141060396525	HER2_enriched_45_vs_Normal_enriched_22	down
HACD1	-2.6463408	-27.032394	0.0081367758337202	0.0459141060396525	HER2_enriched_45_vs_Normal_enriched_22	down
FAS	-2.6463408	-27.225567	0.0081367758337202	0.0459141060396525	HER2_enriched_45_vs_Normal_enriched_22	down
CTCF	-2.6463408	-1.5270863	0.0081367758337202	0.0459141060396525	HER2_enriched_45_vs_Normal_enriched_22	down
CMTM8	-2.6463408	-1.3906401	0.0081367758337202	0.0459141060396525	HER2_enriched_45_vs_Normal_enriched_22	down
IGF1R	-2.6467886	-2.7890062	0.0081260158273224	0.0459141060396525	HER2_enriched_45_vs_Normal_enriched_22	down
ATXN2L	-2.6481311	-3.0089724	0.0080938121863955	0.0457594732550302	HER2_enriched_45_vs_Normal_enriched_22	down
NOL10	-2.6481311	-1.5295513	0.0080938121863955	0.0457594732550302	HER2_enriched_45_vs_Normal_enriched_22	down
RPS6KB1	-2.6496975	-2.7066312	0.0080563857052115	0.0455770842476619	HER2_enriched_45_vs_Normal_enriched_22	down
HLA-DRB1	-2.6499214	-2.0617466	0.0080510517323849	0.0455615162982465	HER2_enriched_45_vs_Normal_enriched_22	down
NAPG	-2.650369	-1.3844161	0.0080403932711476	0.0455157970065449	HER2_enriched_45_vs_Normal_enriched_22	down
CINP	-2.6505926	-1.0354134	0.0080350687795222	0.0455002530855807	HER2_enriched_45_vs_Normal_enriched_22	down
SLC35E1	-2.6514878	-2.2988477	0.008013802368833	0.0453943957618169	HER2_enriched_45_vs_Normal_enriched_22	down
KEAP1	-2.6514878	-2.4649193	0.008013802368833	0.0453943957618169	HER2_enriched_45_vs_Normal_enriched_22	down
PITPNC1	-2.6526065	-1.3094742	0.0079872902357369	0.0452732850014709	HER2_enriched_45_vs_Normal_enriched_22	down
TMEM60	-2.6535017	-2.1940026	0.0079661371085201	0.0451678950128015	HER2_enriched_45_vs_Normal_enriched_22	down
UBN1	-2.6537254	-2.708591	0.0079608566716154	0.0451669826272202	HER2_enriched_45_vs_Normal_enriched_22	down
TMEM222	-2.6559632	-3.0102205	0.007908224451305	0.0449116898755321	HER2_enriched_45_vs_Normal_enriched_22	down
ANKRD10	-2.656187	-2.2371173	0.0079029784090793	0.0448963470792674	HER2_enriched_45_vs_Normal_enriched_22	down
FAM210B	-2.6566346	-1.1708611	0.0078924956747372	0.0448656849809082	HER2_enriched_45_vs_Normal_enriched_22	down
RAF1	-2.657082	-2.4634242	0.0078820253966116	0.0448206052604619	HER2_enriched_45_vs_Normal_enriched_22	down
NOL8	-2.6573057	-3.1042864	0.0078767949246588	0.0448197505467933	HER2_enriched_45_vs_Normal_enriched_22	down
RRP12	-2.6584246	-3.55481	0.0078506891725188	0.0447000356402372	HER2_enriched_45_vs_Normal_enriched_22	down
ASF1A	-2.6629002	-2.6797943	0.0077470395289983	0.0441811611147949	HER2_enriched_45_vs_Normal_enriched_22	down
CUL3	-2.664019	-2.0727434	0.0077213194733866	0.0440629631655586	HER2_enriched_45_vs_Normal_enriched_22	down
NSDHL	-2.664019	-1.7822379	0.0077213194733866	0.0440629631655586	HER2_enriched_45_vs_Normal_enriched_22	down
AKAP12	-2.6644666	-27.621387	0.0077110528958615	0.0440328570703807	HER2_enriched_45_vs_Normal_enriched_22	down
XPNPEP1	-2.6644666	-26.972246	0.0077110528958615	0.0440328570703807	HER2_enriched_45_vs_Normal_enriched_22	down
PHC2	-2.6644666	-27.003344	0.0077110528958615	0.0440328570703807	HER2_enriched_45_vs_Normal_enriched_22	down
COX6C	30.003717	3.563553	8.776710755998723e-198	3.871626532239937e-194	HER2_enriched_18_vs_Normal_enriched_22	up
XBP1	28.190023	2.983554	7.749887308524607e-175	1.519408461765741e-171	HER2_enriched_18_vs_Normal_enriched_22	up
SERF2	27.30228	1.6714823	3.985279986738666e-164	5.4092511820002904e-161	HER2_enriched_18_vs_Normal_enriched_22	up
TFF3	23.434095	4.8136525	1.9205194333525063e-121	9.41321261152916e-119	HER2_enriched_18_vs_Normal_enriched_22	up
CRIP1	23.312422	5.653606	3.317135009102566e-120	1.4275816398930434e-117	HER2_enriched_18_vs_Normal_enriched_22	up
H3F3A	22.833471	1.2216976	2.13324468461578e-115	8.962167252391771e-113	HER2_enriched_18_vs_Normal_enriched_22	up
ADIRF	22.349699	3.067384	1.2155967016349233e-110	4.662870391380048e-108	HER2_enriched_18_vs_Normal_enriched_22	up
RHOB	22.052841	3.1630845	8.970923653593947e-108	3.230447915666636e-105	HER2_enriched_18_vs_Normal_enriched_22	up
TSPAN13	21.78784	3.2895007	3.025853192646333e-105	9.997979027241756e-103	HER2_enriched_18_vs_Normal_enriched_22	up
PPDPF	21.774162	1.6876075	4.078627317059326e-105	1.308497800172942e-102	HER2_enriched_18_vs_Normal_enriched_22	up
TSTD1	21.557941	2.423537	4.4601251363334203e-103	1.2901460332885773e-100	HER2_enriched_18_vs_Normal_enriched_22	up
EFHD1	21.403578	4.444601	1.2374032643522574e-101	3.359073938383936e-99	HER2_enriched_18_vs_Normal_enriched_22	up
GATA3	21.30824	3.259668	9.52040698547448e-101	2.4704056067455468e-98	HER2_enriched_18_vs_Normal_enriched_22	up
CYB5A	21.223015	2.564781	5.854725248440389e-100	1.4758089572675807e-97	HER2_enriched_18_vs_Normal_enriched_22	up
GSTM3	20.863466	3.8931434	1.1502593129091781e-96	2.569155136238284e-94	HER2_enriched_18_vs_Normal_enriched_22	up
PBX1	20.811255	3.7572577	3.4227410772348586e-96	7.549283288476134e-94	HER2_enriched_18_vs_Normal_enriched_22	up
EMP2	20.772999	3.2704902	7.596378111687194e-96	1.6346108753746409e-93	HER2_enriched_18_vs_Normal_enriched_22	up
SMIM22	20.67131	2.730214	6.278740512754502e-95	1.318909242232776e-92	HER2_enriched_18_vs_Normal_enriched_22	up
SLC9A3R1	20.53517	2.9897313	1.044476007431046e-93	2.1682093118965657e-91	HER2_enriched_18_vs_Normal_enriched_22	up
MLPH	20.461906	4.2231097	4.706157286990875e-93	9.544844290684367e-91	HER2_enriched_18_vs_Normal_enriched_22	up
CRABP2	20.264977	3.2983484	2.620904294589248e-91	5.138428475336364e-89	HER2_enriched_18_vs_Normal_enriched_22	up
ANKRD30A	20.112976	4.2013645	5.681023190842889e-90	1.077867249488417e-87	HER2_enriched_18_vs_Normal_enriched_22	up
AGR3	19.66491	6.196998	4.30942595362071e-86	7.759165403228309e-84	HER2_enriched_18_vs_Normal_enriched_22	up
NDUFB4	19.433943	1.599319	3.985426319819836e-84	6.82746091390495e-82	HER2_enriched_18_vs_Normal_enriched_22	up
STARD10	18.916367	2.77446	8.362409394727983e-80	1.3057939271679226e-77	HER2_enriched_18_vs_Normal_enriched_22	up
DYNLL1	18.904404	1.556763	1.04919326073801e-79	1.6098273987584506e-77	HER2_enriched_18_vs_Normal_enriched_22	up
HMGN1	18.825623	1.1549897	4.657094951401984e-79	6.963935628600677e-77	HER2_enriched_18_vs_Normal_enriched_22	up
H2AFJ	18.800907	2.2368734	7.423616932675204e-79	1.0915810064754496e-76	HER2_enriched_18_vs_Normal_enriched_22	up
MIF	18.716143	1.3550514	3.656878211026849e-78	5.2459850433795725e-76	HER2_enriched_18_vs_Normal_enriched_22	up
DCXR	18.69152	2.5304472	5.803422528125833e-78	8.258176653933897e-76	HER2_enriched_18_vs_Normal_enriched_22	up
COX8A	18.587236	1.635128	4.076468726907001e-77	5.7086738639900035e-75	HER2_enriched_18_vs_Normal_enriched_22	up
UQCR10	18.581488	1.5052755	4.5375866165915555e-77	6.304387074784094e-75	HER2_enriched_18_vs_Normal_enriched_22	up
MARCKSL1	18.45986	1.7241085	4.344689372881928e-76	5.8520644262978336e-74	HER2_enriched_18_vs_Normal_enriched_22	up
SPDEF	18.442055	4.4958854	6.040271500836498e-76	7.953775420317913e-74	HER2_enriched_18_vs_Normal_enriched_22	up
HES1	18.409966	2.9054146	1.0929086186629395e-75	1.4284720426894495e-73	HER2_enriched_18_vs_Normal_enriched_22	up
FOXA1	18.34083	4.27724	3.907899272269703e-75	4.960782925122224e-73	HER2_enriched_18_vs_Normal_enriched_22	up
SUMO2	18.156836	1.1683117	1.1337460591537609e-73	1.389232584289452e-71	HER2_enriched_18_vs_Normal_enriched_22	up
SOX4	18.154934	2.144509	1.1736849624321e-73	1.4282531835940968e-71	HER2_enriched_18_vs_Normal_enriched_22	up
